================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | r   c   d   d   d   d   d   d   v   v   v   v   v   v 
 in 1e-09 sec | s   l   b   b   b   b   b   b   g   g   g   g   g   g 
              | t   k   g   g   g   g   g   g   a   a   a   a   a   a 
              |         _   _   _   _   _   _   _   _   _   _   _   _ 
              |         i   i   i   i   i   i   h   v   c   r   g   b 
              |         n   n   n   n   n   n   s   s   l             
              |         p   p   p   p   p   p   y   y   k             
              |         u   u   u   u   u   u   n   n                 
              |         t   t   t   t   t   t   c   c                 
              |         s   s   s   s   s   s                         
              |         _   _   _   _   _   _                         
              |         5   5   5   5   5   5                         
              |         _   _   _   _   _   _                         
              |         0   0   0   0   0   0                         
              |         _   _   _   _   _   _                         
              |         5   4   3   2   1   0                         
================================================================================
     955120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     955200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     955280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     955360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     955440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     955520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     955600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     955680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     955760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     955840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     955920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     956000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     956080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     956160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     956240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     956320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     956322.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     956400.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     956480.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     956560.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     956640.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     956720.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     956800.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     956880.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     956960.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     957040.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     957120.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     957200.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     957280.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     957360.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     957440.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     957520.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     957600.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     957680.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     957760.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     957840.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     957920.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     958000.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     958080.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     958160.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     958240.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     958320.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     958400.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     958480.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     958560.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     958640.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     958720.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     958800.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     958880.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     958960.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     959040.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     959120.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     959200.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     959280.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     959360.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     959440.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     959520.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     959600.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     959680.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     959760.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     959840.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     959920.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     960000.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     960080.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     960160.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     960162.2 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     960240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     960320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     960400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     960480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     960560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     960640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     960720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     960800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     960880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     960960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     961040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     961120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     961200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     961280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     961360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     961440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     961520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     961600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     961680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     961760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     961840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     961920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     962000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     962080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     962160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     962240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     962320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     962400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     962480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     962560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     962640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     962720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     962800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     962880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     962960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     963040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     963120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     963200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     963280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     963360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     963440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     963520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     963600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     963680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     963760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     963840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     963920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     964000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     964080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     964160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     964240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     964320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     964400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     964480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     964560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     964640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     964720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     964800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     964880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     964960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     965040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     965120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     965200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     965280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     965360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     965440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     965520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     965600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     965680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     965760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     965840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     965920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     966000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     966080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     966160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     966240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     966320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     966400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     966480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     966560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     966640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     966720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     966800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     966880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     966960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     967040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     967120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     967200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     967280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     967360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     967440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     967520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     967600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     967680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     967760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     967840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     967920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     968000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     968080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     968160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     968240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     968320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     968400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     968480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     968560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     968640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     968720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     968800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     968880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     968960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     969040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     969120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     969200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     969280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     969360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     969440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     969520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     969600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     969680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     969760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     969840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     969920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     970000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     970080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     970160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     970240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     970320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     970400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     970480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     970560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     970640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     970720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     970800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     970880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     970960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     971040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     971120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     971200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     971280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     971360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     971440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     971520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     971600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     971680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     971760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     971840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     971920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     972000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     972080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     972160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     972240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     972320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     972400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     972480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     972560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     972640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     972720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     972800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     972880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     972960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     973040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     973120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     973200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     973280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     973360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     973440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     973520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     973600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     973680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     973760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     973840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     973920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     974000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     974080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     974160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     974240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     974320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     974400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     974480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     974560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     974640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     974720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     974800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     974880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     974960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     975040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     975120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     975200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     975280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     975360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     975440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     975520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     975600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     975680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     975760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     975840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     975920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     976000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     976080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     976160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     976240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
